Story Title,Author Name,Published Date,State,Theme,Story ID,Status,Deleted
Became an example through her passion.,India Story Project,2026-07-17 06:57:35,Jammu and Kashmir,Heritage,69eab014-6e54-453c-a63c-cec7dd56a643,Published,No
MBA – The Tree Man & The Water Man,India Story Project,2026-07-17 06:52:11,Madhya Pradesh,Heritage,36559083-88b9-478e-86c7-d084d78ea2ad,Published,No
A 'Shravan Kumar' to 500 elderly people,India Story Project,2026-07-17 06:41:57,Gujarat,Food,45f6314f-3517-4c5d-a6d3-d2b9239966a7,Published,No
Why did the Chambal don return?,India Story Project,2026-07-17 06:38:35,Madhya Pradesh,Art,9256cece-6116-40b3-8216-c23c21c6fb6c,Published,No
The Women Power of Naxal-Affected Areas,India Story Project,2026-07-17 06:36:47,Chhattisgarh,Food,b4f54acb-eb54-47fe-aeaf-e26b295801a6,Published,No
Wing Commander Deepika,India Story Project,2026-07-17 06:31:41,Madhya Pradesh,Science,b17f920f-e497-4905-8dc6-a43b025e9704,Published,No
World Heritage Ramlila,India Story Project,2026-07-17 06:29:15,Jammu and Kashmir,Culture,803dce38-0a91-4d22-a9bf-609f0713f80a,Published,No
A transformed landscape driven by youthful vision and dreams.,India Story Project,2026-07-17 06:26:17,Haryana,Food,64619a4d-98b6-4d29-8356-a4878b42bba5,Published,No
Young Tigress: Ashtam Oraon,India Story Project,2026-07-17 06:24:39,Jharkhand,Food,18c74af4-fafd-4e53-a20e-e6c79e79dfdf,Published,No
Another gem is emerging from ‘Hesel’,India Story Project,2026-07-17 04:46:28,Jharkhand,Food,ab1ab377-f414-4703-abe3-e292666534df,Published,No
Srijan Mithila: A Beginning,India Story Project,2026-07-17 04:43:47,Bihar,Innovation,f8aa68a7-5246-4c1f-a9f5-b10fbb466f6e,Published,No
A Ray of Hope Through ‘Silk’,India Story Project,2026-07-17 04:41:14,Bihar,Food,a2ee983d-3289-4c7a-8d99-27225661a988,Published,No
 Arthling Trust: Giving a ‘New Life’,India Story Project,2026-07-17 04:35:16,Delhi,Culture,ac9da4d6-dad5-4fea-92b0-3a14274c4cb2,Published,No
A missionary for conserving groundwater,India Story Project,2026-07-16 11:14:00,Assam,Heritage,0c1e6d04-1dc5-42ff-b4fe-94a23cb49969,Published,No
A dropout who became a world champion,India Story Project,2026-07-16 10:13:19,Karnataka,Heritage,98c76223-a58f-4841-9524-d3f16da23a97,Published,No
A developing sports headline from Haryana,India Story Project,2026-07-16 09:45:25,Haryana,Heritage,dceae395-9c16-4dbb-bc8d-662a10cc3690,Published,No
A cab service for the specially-abled,India Story Project,2026-07-16 09:36:33,Karnataka,Heritage,7e43312c-020d-4877-b3ac-8123beb0c723,Published,No
An 85-year-old son of the soil,India Story Project,2026-07-16 09:24:40,Andhra Pradesh,Heritage,5e94c5da-5f90-4771-9c5d-28e3ce24a683,Published,No
A church priest professing yoga,India Story Project,2026-07-16 09:11:22,Maharashtra,Heritage,8f0164ea-be06-4a81-93af-36dbfc9a0e24,Published,No
Two engineers prepared the history of the Golden Temple in the village.,India Story Project,2026-07-16 08:33:27,Jharkhand,Food,ded4abd6-84ca-4493-b617-29cdfe46ba40,Published,No
A change agent who lives by example,India Story Project,2026-07-16 08:27:55,Rajasthan,Heritage,cdd8fa90-8770-48fb-83de-828b60f7cbe7,Published,No
A Bureaucrat Helping Survive Tribal Artform,India Story Project,2026-07-16 07:56:46,Jharkhand,Heritage,1854569d-692b-4e71-aa8e-d7a0f9bf33da,Published,No
A 126-Year-Old Young Yogi,India Story Project,2026-07-16 03:50:31,West Bengal,Heritage,497159ae-783f-4a95-8f07-11cba3313e53,Published,No
